read_date,bl_meter1,bl_ahd1,bl_meter2,bl_ahd2,meter_no3,sl_read1,meter_no4,rf_read1
2011-03-25,GW967138.1.1,283.026,GW967138.2.2,280.324,419051,0.202,054151-2,0.0
2011-03-26,GW967138.1.1,283.016,GW967138.2.2,280.319,419051,0.202,054151-2,0.0
2011-03-27,GW967138.1.1,283.004,GW967138.2.2,280.314,419051,0.202,054151-2,0.0
2011-03-28,GW967138.1.1,282.994,GW967138.2.2,280.313,419051,0.202,054151-2,0.0
2011-03-29,GW967138.1.1,282.986,GW967138.2.2,280.315,419051,0.201,054151-2,0.0
2011-03-30,GW967138.1.1,282.982,GW967138.2.2,280.322,419051,0.199,054151-2,0.2
2011-03-31,GW967138.1.1,282.974,GW967138.2.2,280.322,419051,0.199,054151-2,3.0
2011-04-01,GW967138.1.1,282.967,GW967138.2.2,280.323,419051,0.199,054151-2,0.0
2011-04-02,GW967138.1.1,282.961,GW967138.2.2,280.327,419051,0.199,054151-2,6.6
2011-04-03,GW967138.1.1,282.954,GW967138.2.2,280.325,419051,0.199,054151-2,0.0
2011-04-04,GW967138.1.1,282.945,GW967138.2.2,280.322,419051,0.2,054151-2,0.0
2011-04-05,GW967138.1.1,282.938,GW967138.2.2,280.32,419051,0.199,054151-2,0.0
2011-04-06,GW967138.1.1,282.932,GW967138.2.2,280.321,419051,0.199,054151-2,0.0
2011-04-07,GW967138.1.1,282.925,GW967138.2.2,280.321,419051,0.199,054151-2,0.0
2011-04-08,GW967138.1.1,282.919,GW967138.2.2,280.323,419051,0.199,054151-2,0.8
2011-04-09,GW967138.1.1,282.915,GW967138.2.2,280.33,419051,0.199,054151-2,0.0
2011-04-10,GW967138.1.1,282.914,GW967138.2.2,280.347,419051,0.198,054151-2,0.0
2011-04-11,GW967138.1.1,282.915,GW967138.2.2,280.362,419051,0.2,054151-2,27.2
2011-04-12,GW967138.1.1,282.91,GW967138.2.2,280.354,419051,0.2,054151-2,0.0
2011-04-13,GW967138.1.1,282.905,GW967138.2.2,280.354,419051,0.2,054151-2,0.0
2011-04-14,GW967138.1.1,282.9,GW967138.2.2,280.358,419051,0.2,054151-2,0.0
2011-04-15,GW967138.1.1,282.894,GW967138.2.2,280.356,419051,0.199,054151-2,0.0
2011-04-16,GW967138.1.1,282.89,GW967138.2.2,280.357,419051,0.198,054151-2,4.6
2011-04-17,GW967138.1.1,282.881,GW967138.2.2,280.352,419051,0.199,054151-2,3.8
2011-04-18,GW967138.1.1,282.863,GW967138.2.2,280.352,419051,0.198,054151-2,2.4
2011-04-19,GW967138.1.1,282.86,GW967138.2.2,280.353,419051,0.198,054151-2,0.0
2011-04-20,GW967138.1.1,282.857,GW967138.2.2,280.355,419051,0.198,054151-2,0.0
2011-04-21,GW967138.1.1,282.857,GW967138.2.2,280.36,419051,0.198,054151-2,0.0
2011-04-22,GW967138.1.1,282.856,GW967138.2.2,280.361,419051,0.198,054151-2,1.4
2011-04-23,GW967138.1.1,282.85,GW967138.2.2,280.353,419051,0.198,054151-2,0.0
2011-04-24,GW967138.1.1,282.845,GW967138.2.2,280.348,419051,0.198,054151-2,0.0
2011-04-25,GW967138.1.1,282.841,GW967138.2.2,280.345,419051,0.198,054151-2,0.0
2011-04-26,GW967138.1.1,282.837,GW967138.2.2,280.34,419051,0.198,054151-2,0.0
2011-04-27,GW967138.1.1,282.833,GW967138.2.2,280.34,419051,0.198,054151-2,0.0
2011-04-28,GW967138.1.1,282.831,GW967138.2.2,280.343,419051,0.198,054151-2,0.2
2011-04-29,GW967138.1.1,282.829,GW967138.2.2,280.346,419051,0.198,054151-2,0.2
2011-04-30,GW967138.1.1,282.826,GW967138.2.2,280.35,419051,0.198,054151-2,0.0
2011-05-01,GW967138.1.1,282.824,GW967138.2.2,280.354,419051,0.198,054151-2,0.2
2011-05-02,GW967138.1.1,282.821,GW967138.2.2,280.356,419051,0.198,054151-2,0.0
2011-05-03,GW967138.1.1,282.82,GW967138.2.2,280.357,419051,0.198,054151-2,0.0
2011-05-04,GW967138.1.1,282.815,GW967138.2.2,280.352,419051,0.197,054151-2,0.0
2011-05-05,GW967138.1.1,282.809,GW967138.2.2,280.346,419051,0.198,054151-2,0.2
2011-05-06,GW967138.1.1,282.802,GW967138.2.2,280.343,419051,0.198,054151-2,0.0
2011-05-07,GW967138.1.1,282.798,GW967138.2.2,280.349,419051,0.198,054151-2,0.0
2011-05-08,GW967138.1.1,282.795,GW967138.2.2,280.353,419051,0.198,054151-2,0.0
2011-05-09,GW967138.1.1,282.791,GW967138.2.2,280.356,419051,0.198,054151-2,0.0
2011-05-10,GW967138.1.1,282.785,GW967138.2.2,280.351,419051,0.198,054151-2,0.0
2011-05-11,GW967138.1.1,282.78,GW967138.2.2,280.349,419051,0.197,054151-2,0.0
2011-05-12,GW967138.1.1,282.776,GW967138.2.2,280.347,419051,0.198,054151-2,0.8
2011-05-13,GW967138.1.1,282.772,GW967138.2.2,280.345,419051,0.198,054151-2,3.0
2011-05-14,GW967138.1.1,282.765,GW967138.2.2,280.336,419051,0.198,054151-2,0.0
2011-05-15,GW967138.1.1,282.754,GW967138.2.2,280.32,419051,0.198,054151-2,0.0
2011-05-16,GW967138.1.1,282.746,GW967138.2.2,280.317,419051,0.199,054151-2,0.0
2011-05-17,GW967138.1.1,282.74,GW967138.2.2,280.319,419051,0.199,054151-2,0.0
2011-05-18,GW967138.1.1,282.732,GW967138.2.2,280.316,419051,0.2,054151-2,0.0
2011-05-19,GW967138.1.1,282.726,GW967138.2.2,280.316,419051,0.199,054151-2,0.0
2011-05-20,GW967138.1.1,282.722,GW967138.2.2,280.319,419051,0.199,054151-2,0.0
2011-05-21,GW967138.1.1,282.717,GW967138.2.2,280.321,419051,0.199,054151-2,0.0
2011-05-22,GW967138.1.1,282.716,GW967138.2.2,280.331,419051,0.198,054151-2,0.0
2011-05-23,GW967138.1.1,282.728,GW967138.2.2,280.364,419051,0.2,054151-2,34.0
2011-05-24,GW967138.1.1,282.738,GW967138.2.2,280.37,419051,0.2,054151-2,3.0
2011-05-25,GW967138.1.1,282.738,GW967138.2.2,280.364,419051,0.2,054151-2,23.8
2011-05-26,GW967138.1.1,282.733,GW967138.2.2,280.353,419051,0.201,054151-2,0.2
2011-05-27,GW967138.1.1,282.728,GW967138.2.2,280.346,419051,0.201,054151-2,0.4
2011-05-28,GW967138.1.1,282.723,GW967138.2.2,280.34,419051,0.201,054151-2,0.0
2011-05-29,GW967138.1.1,282.722,GW967138.2.2,280.338,419051,0.2,054151-2,0.0
2011-05-30,GW967138.1.1,282.729,GW967138.2.2,280.346,419051,0.201,054151-2,4.8
2011-05-31,GW967138.1.1,282.738,GW967138.2.2,280.359,419051,0.202,054151-2,13.6
2011-06-01,GW967138.1.1,282.741,GW967138.2.2,280.349,419051,0.202,054151-2,0.0
2011-06-02,GW967138.1.1,282.74,GW967138.2.2,280.344,419051,0.202,054151-2,0.4
2011-06-03,GW967138.1.1,282.741,GW967138.2.2,280.346,419051,0.202,054151-2,0.2
2011-06-04,GW967138.1.1,282.741,GW967138.2.2,280.345,419051,0.203,054151-2,0.0
2011-06-05,GW967138.1.1,282.742,GW967138.2.2,280.344,419051,0.203,054151-2,0.0
2011-06-06,GW967138.1.1,282.739,GW967138.2.2,280.339,419051,0.203,054151-2,0.0
2011-06-07,GW967138.1.1,282.735,GW967138.2.2,280.335,419051,0.203,054151-2,0.0
2011-06-08,GW967138.1.1,282.735,GW967138.2.2,280.333,419051,0.203,054151-2,0.0
2011-06-09,GW967138.1.1,282.735,GW967138.2.2,280.33,419051,0.203,054151-2,0.0
2011-06-10,GW967138.1.1,282.736,GW967138.2.2,280.328,419051,0.203,054151-2,0.4
2011-06-11,GW967138.1.1,282.735,GW967138.2.2,280.322,419051,0.203,054151-2,0.2
2011-06-12,GW967138.1.1,282.74,GW967138.2.2,280.33,419051,0.203,054151-2,9.2
2011-06-13,GW967138.1.1,282.746,GW967138.2.2,280.336,419051,0.203,054151-2,5.4
2011-06-14,GW967138.1.1,282.753,GW967138.2.2,280.345,419051,0.203,054151-2,13.4
2011-06-15,GW967138.1.1,282.762,GW967138.2.2,280.343,419051,0.203,054151-2,27.4
2011-06-16,GW967138.1.1,282.764,GW967138.2.2,280.338,419051,0.203,054151-2,1.4
2011-06-17,GW967138.1.1,282.766,GW967138.2.2,280.341,419051,0.202,054151-2,0.0
2011-06-18,GW967138.1.1,282.762,GW967138.2.2,280.333,419051,0.201,054151-2,0.0
2011-06-19,GW967138.1.1,282.756,GW967138.2.2,280.328,419051,0.201,054151-2,0.0
2011-06-20,GW967138.1.1,282.752,GW967138.2.2,280.325,419051,0.201,054151-2,0.0
2011-06-21,GW967138.1.1,282.75,GW967138.2.2,280.332,419051,0.201,054151-2,0.4
2011-06-22,GW967138.1.1,282.739,GW967138.2.2,280.321,419051,0.201,054151-2,5.4
2011-06-23,GW967138.1.1,282.73,GW967138.2.2,280.309,419051,0.201,054151-2,0.2
2011-06-24,GW967138.1.1,282.719,GW967138.2.2,280.3,419051,0.201,054151-2,0.2
2011-06-25,GW967138.1.1,282.711,GW967138.2.2,280.294,419051,0.201,054151-2,0.0
2011-06-26,GW967138.1.1,282.702,GW967138.2.2,280.293,419051,0.201,054151-2,0.0
2011-06-27,GW967138.1.1,282.695,GW967138.2.2,280.29,419051,0.201,054151-2,0.0
2011-06-28,GW967138.1.1,282.688,GW967138.2.2,280.283,419051,0.201,054151-2,0.2
2011-06-29,GW967138.1.1,282.681,GW967138.2.2,280.276,419051,0.201,054151-2,0.0
2011-06-30,GW967138.1.1,282.668,GW967138.2.2,280.273,419051,0.201,054151-2,0.4
2011-07-01,GW967138.1.1,282.666,GW967138.2.2,280.279,419051,0.201,054151-2,0.2
2011-07-02,GW967138.1.1,282.668,GW967138.2.2,280.284,419051,0.201,054151-2,0.0
2011-07-03,GW967138.1.1,282.668,GW967138.2.2,280.286,419051,0.201,054151-2,0.0
2011-07-04,GW967138.1.1,282.671,GW967138.2.2,280.29,419051,0.201,054151-2,0.0
2011-07-05,GW967138.1.1,282.671,GW967138.2.2,280.288,419051,0.201,054151-2,1.8
2011-07-06,GW967138.1.1,282.668,GW967138.2.2,280.285,419051,0.201,054151-2,0.0
2011-07-07,GW967138.1.1,282.666,GW967138.2.2,280.277,419051,0.201,054151-2,0.0
2011-07-08,GW967138.1.1,282.661,GW967138.2.2,280.266,419051,0.201,054151-2,0.0
2011-07-09,GW967138.1.1,282.662,GW967138.2.2,280.266,419051,0.201,054151-2,0.0
2011-07-10,GW967138.1.1,282.663,GW967138.2.2,280.268,419051,0.201,054151-2,0.0
2011-07-11,GW967138.1.1,282.659,GW967138.2.2,280.261,419051,0.201,054151-2,0.0
2011-07-12,GW967138.1.1,282.657,GW967138.2.2,280.256,419051,0.201,054151-2,0.0
2011-07-13,GW967138.1.1,282.657,GW967138.2.2,280.257,419051,0.201,054151-2,0.0
2011-07-14,GW967138.1.1,282.655,GW967138.2.2,280.247,419051,0.201,054151-2,0.6
2011-07-15,GW967138.1.1,282.651,GW967138.2.2,280.239,419051,0.201,054151-2,0.0
2011-07-16,GW967138.1.1,282.65,GW967138.2.2,280.243,419051,0.201,054151-2,0.0
2011-07-17,GW967138.1.1,282.655,GW967138.2.2,280.247,419051,0.201,054151-2,2.8
2011-07-18,GW967138.1.1,282.66,GW967138.2.2,280.25,419051,0.202,054151-2,2.8
2011-07-19,GW967138.1.1,282.663,GW967138.2.2,280.251,419051,0.202,054151-2,1.2
2011-07-20,GW967138.1.1,282.664,GW967138.2.2,280.254,419051,0.202,054151-2,0.6
2011-07-21,GW967138.1.1,282.661,GW967138.2.2,280.25,419051,0.202,054151-2,0.2
2011-07-22,GW967138.1.1,282.656,GW967138.2.2,280.244,419051,0.201,054151-2,0.8
2011-07-23,GW967138.1.1,282.651,GW967138.2.2,280.238,419051,0.201,054151-2,0.0
2011-07-24,GW967138.1.1,282.648,GW967138.2.2,280.233,419051,0.201,054151-2,0.2
2011-07-25,GW967138.1.1,282.645,GW967138.2.2,280.229,419051,0.2,054151-2,0.0
2011-07-26,GW967138.1.1,282.641,GW967138.2.2,280.222,419051,0.199,054151-2,1.0
2011-07-27,GW967138.1.1,282.634,GW967138.2.2,280.212,419051,0.199,054151-2,3.0
2011-07-28,GW967138.1.1,282.628,GW967138.2.2,280.208,419051,0.198,054151-2,0.0
2011-07-29,GW967138.1.1,282.622,GW967138.2.2,280.208,419051,0.197,054151-2,0.0
2011-07-30,GW967138.1.1,282.618,GW967138.2.2,280.21,419051,0.196,054151-2,0.0
2011-07-31,GW967138.1.1,282.612,GW967138.2.2,280.209,419051,0.195,054151-2,0.0
2011-08-01,GW967138.1.1,282.606,GW967138.2.2,280.205,419051,0.195,054151-2,0.0
2011-08-02,GW967138.1.1,282.6,GW967138.2.2,280.199,419051,0.194,054151-2,0.0
2011-08-03,GW967138.1.1,282.595,GW967138.2.2,280.194,419051,0.194,054151-2,0.0
2011-08-04,GW967138.1.1,282.589,GW967138.2.2,280.187,419051,0.194,054151-2,0.0
2011-08-05,GW967138.1.1,282.583,GW967138.2.2,280.185,419051,0.194,054151-2,0.0
2011-08-06,GW967138.1.1,282.577,GW967138.2.2,280.191,419051,0.194,054151-2,0.0
2011-08-07,GW967138.1.1,282.571,GW967138.2.2,280.199,419051,0.193,054151-2,0.0
2011-08-08,GW967138.1.1,282.565,GW967138.2.2,280.206,419051,0.193,054151-2,19.2
2011-08-09,GW967138.1.1,282.559,GW967138.2.2,280.207,419051,0.193,054151-2,1.8
2011-08-10,GW967138.1.1,282.554,GW967138.2.2,280.205,419051,0.193,054151-2,0.0
2011-08-11,GW967138.1.1,282.548,GW967138.2.2,280.203,419051,0.193,054151-2,8.4
2011-08-12,GW967138.1.1,282.542,GW967138.2.2,280.188,419051,0.193,054151-2,1.0
2011-08-13,GW967138.1.1,282.536,GW967138.2.2,280.176,419051,0.193,054151-2,0.4
2011-08-14,GW967138.1.1,282.53,GW967138.2.2,280.171,419051,0.193,054151-2,0.0
2011-08-15,GW967138.1.1,282.524,GW967138.2.2,280.168,419051,0.193,054151-2,0.0
2011-08-16,GW967138.1.1,282.519,GW967138.2.2,280.172,419051,0.193,054151-2,0.0
2011-08-17,GW967138.1.1,282.513,GW967138.2.2,280.177,419051,0.193,054151-2,0.0
2011-08-18,GW967138.1.1,282.507,GW967138.2.2,280.176,419051,0.193,054151-2,29.0
2011-08-19,GW967138.1.1,282.501,GW967138.2.2,280.17,419051,0.192,054151-2,5.4
2011-08-20,GW967138.1.1,282.495,GW967138.2.2,280.154,419051,0.192,054151-2,6.0
2011-08-21,GW967138.1.1,282.489,GW967138.2.2,280.14,419051,0.192,054151-2,0.2
2011-08-22,GW967138.1.1,282.484,GW967138.2.2,280.131,419051,0.191,054151-2,1.0
2011-08-23,GW967138.1.1,282.478,GW967138.2.2,280.132,419051,0.191,054151-2,0.2
2011-08-24,GW967138.1.1,282.472,GW967138.2.2,280.134,419051,0.191,054151-2,0.0
2011-08-25,GW967138.1.1,282.466,GW967138.2.2,280.133,419051,0.191,054151-2,0.0
2011-08-26,GW967138.1.1,282.46,GW967138.2.2,280.133,419051,0.191,054151-2,0.0
2011-08-27,GW967138.1.1,282.454,GW967138.2.2,280.139,419051,0.191,054151-2,2.6
2011-08-28,GW967138.1.1,282.449,GW967138.2.2,280.138,419051,0.192,054151-2,14.0
2011-08-29,GW967138.1.1,282.443,GW967138.2.2,280.137,419051,0.19,054151-2,0.0
2011-08-30,GW967138.1.1,282.437,GW967138.2.2,280.131,419051,0.19,054151-2,18.0
2011-08-31,GW967138.1.1,282.431,GW967138.2.2,280.121,419051,0.19,054151-2,0.0
2011-09-01,GW967138.1.1,282.425,GW967138.2.2,280.116,419051,0.19,054151-2,0.0
2011-09-02,GW967138.1.1,282.419,GW967138.2.2,280.107,419051,0.189,054151-2,0.0
2011-09-03,GW967138.1.1,282.414,GW967138.2.2,280.099,419051,0.189,054151-2,0.0
2011-09-04,GW967138.1.1,282.408,GW967138.2.2,280.095,419051,0.189,054151-2,0.0
2011-09-05,GW967138.1.1,282.402,GW967138.2.2,280.093,419051,0.188,054151-2,0.0
2011-09-06,GW967138.1.1,282.396,GW967138.2.2,280.099,419051,0.187,054151-2,0.0
2011-09-07,GW967138.1.1,282.39,GW967138.2.2,280.101,419051,0.187,054151-2,0.0
2011-09-08,GW967138.1.1,282.384,GW967138.2.2,280.1,419051,0.186,054151-2,1.8
2011-09-09,GW967138.1.1,282.379,GW967138.2.2,280.136,419051,0.188,054151-2,54.0
2011-09-10,GW967138.1.1,282.373,GW967138.2.2,280.129,419051,0.187,054151-2,10.8
2011-09-11,GW967138.1.1,282.367,GW967138.2.2,280.121,419051,0.186,054151-2,1.0
2011-09-12,GW967138.1.1,282.361,GW967138.2.2,280.107,419051,0.186,054151-2,1.8
2011-09-13,GW967138.1.1,282.355,GW967138.2.2,280.095,419051,0.186,054151-2,0.0
2011-09-14,GW967138.1.1,282.349,GW967138.2.2,280.093,419051,0.186,054151-2,0.0
2011-09-15,GW967138.1.1,282.343,GW967138.2.2,280.093,419051,0.186,054151-2,0.0
2011-09-16,GW967138.1.1,282.338,GW967138.2.2,280.093,419051,0.186,054151-2,0.0
2011-09-17,GW967138.1.1,282.332,GW967138.2.2,280.089,419051,0.186,054151-2,0.0
2011-09-18,GW967138.1.1,282.326,GW967138.2.2,280.084,419051,0.186,054151-2,0.0
2011-09-19,GW967138.1.1,282.32,GW967138.2.2,280.083,419051,0.186,054151-2,0.0
2011-09-20,GW967138.1.1,282.314,GW967138.2.2,280.084,419051,0.185,054151-2,0.0
2011-09-21,GW967138.1.1,282.308,GW967138.2.2,280.064,419051,0.186,054151-2,0.0
2011-09-22,GW967138.1.1,282.303,GW967138.2.2,280.058,419051,0.186,054151-2,0.0
2011-09-23,GW967138.1.1,282.298,GW967138.2.2,280.058,419051,0.185,054151-2,0.0
2011-09-24,GW967138.1.1,282.297,GW967138.2.2,280.06,419051,0.185,054151-2,0.0
2011-09-25,GW967138.1.1,282.296,GW967138.2.2,280.059,419051,0.185,054151-2,2.6
2011-09-26,GW967138.1.1,282.287,GW967138.2.2,280.046,419051,0.185,054151-2,0.4
2011-09-27,GW967138.1.1,282.277,GW967138.2.2,280.042,419051,0.185,054151-2,0.0
2011-09-28,GW967138.1.1,282.276,GW967138.2.2,280.049,419051,0.184,054151-2,0.0
2011-09-29,GW967138.1.1,282.294,GW967138.2.2,280.084,419051,0.186,054151-2,85.2
2011-09-30,GW967138.1.1,282.314,GW967138.2.2,280.078,419051,0.186,054151-2,0.4
2011-10-01,GW967138.1.1,282.313,GW967138.2.2,280.081,419051,0.185,054151-2,10.4
2011-10-02,GW967138.1.1,282.303,GW967138.2.2,280.067,419051,0.185,054151-2,11.2
2011-10-03,GW967138.1.1,282.292,GW967138.2.2,280.05,419051,0.185,054151-2,1.2
2011-10-04,GW967138.1.1,282.286,GW967138.2.2,280.044,419051,0.184,054151-2,0.0
2011-10-05,GW967138.1.1,282.283,GW967138.2.2,280.044,419051,0.184,054151-2,0.2
2011-10-06,GW967138.1.1,282.285,GW967138.2.2,280.053,419051,0.184,054151-2,4.0
2011-10-07,GW967138.1.1,282.287,GW967138.2.2,280.054,419051,0.184,054151-2,3.8
2011-10-08,GW967138.1.1,282.284,GW967138.2.2,280.056,419051,0.184,054151-2,0.2
2011-10-09,GW967138.1.1,282.281,GW967138.2.2,280.05,419051,0.184,054151-2,0.0
2011-10-10,GW967138.1.1,282.276,GW967138.2.2,280.045,419051,0.183,054151-2,0.0
2011-10-11,GW967138.1.1,282.272,GW967138.2.2,280.034,419051,0.183,054151-2,0.0
2011-10-12,GW967138.1.1,282.267,GW967138.2.2,280.022,419051,0.183,054151-2,0.0
2011-10-13,GW967138.1.1,282.258,GW967138.2.2,280.015,419051,0.183,054151-2,0.0
2011-10-14,GW967138.1.1,282.257,GW967138.2.2,280.015,419051,0.183,054151-2,0.0
2011-10-15,GW967138.1.1,282.274,GW967138.2.2,280.039,419051,0.185,054151-2,32.6
2011-10-16,GW967138.1.1,282.284,GW967138.2.2,280.021,419051,0.184,054151-2,0.0
2011-10-17,GW967138.1.1,282.267,GW967138.2.2,279.998,419051,0.183,054151-2,0.0
2011-10-18,GW967138.1.1,282.255,GW967138.2.2,279.982,419051,0.183,054151-2,0.0
2011-10-19,GW967138.1.1,282.252,GW967138.2.2,279.98,419051,0.184,054151-2,0.0
2011-10-20,GW967138.1.1,282.246,GW967138.2.2,279.979,419051,0.184,054151-2,0.0
2011-10-21,GW967138.1.1,282.24,GW967138.2.2,279.976,419051,0.184,054151-2,0.0
2011-10-22,GW967138.1.1,282.235,GW967138.2.2,279.975,419051,0.184,054151-2,0.0
2011-10-23,GW967138.1.1,282.229,GW967138.2.2,279.974,419051,0.184,054151-2,0.0
2011-10-24,GW967138.1.1,282.228,GW967138.2.2,279.98,419051,0.184,054151-2,0.0
2011-10-25,GW967138.1.1,282.224,GW967138.2.2,279.982,419051,0.184,054151-2,0.0
2011-10-26,GW967138.1.1,282.213,GW967138.2.2,279.975,419051,0.183,054151-2,2.0
2011-10-27,GW967138.1.1,282.207,GW967138.2.2,279.971,419051,0.184,054151-2,5.8
2011-10-28,GW967138.1.1,282.2,GW967138.2.2,279.968,419051,0.183,054151-2,1.2
2011-10-29,GW967138.1.1,282.2,GW967138.2.2,279.97,419051,0.183,054151-2,0.0
2011-10-30,GW967138.1.1,282.197,GW967138.2.2,279.97,419051,0.183,054151-2,9.6
2011-10-31,GW967138.1.1,282.19,GW967138.2.2,279.955,419051,0.184,054151-2,16.0
2011-11-01,GW967138.1.1,282.183,GW967138.2.2,279.951,419051,0.184,054151-2,0.0
2011-11-02,GW967138.1.1,282.18,GW967138.2.2,279.958,419051,0.183,054151-2,0.0
2011-11-03,GW967138.1.1,282.174,GW967138.2.2,279.954,419051,0.183,054151-2,0.0
2011-11-04,GW967138.1.1,282.164,GW967138.2.2,279.943,419051,0.183,054151-2,0.0
2011-11-05,GW967138.1.1,282.156,GW967138.2.2,279.937,419051,0.183,054151-2,0.0
2011-11-06,GW967138.1.1,282.15,GW967138.2.2,279.937,419051,0.182,054151-2,0.0
2011-11-07,GW967138.1.1,282.148,GW967138.2.2,279.936,419051,0.182,054151-2,8.4
2011-11-08,GW967138.1.1,282.139,GW967138.2.2,279.929,419051,0.182,054151-2,0.0
2011-11-09,GW967138.1.1,282.132,GW967138.2.2,279.926,419051,0.181,054151-2,0.0
2011-11-10,GW967138.1.1,282.123,GW967138.2.2,279.919,419051,0.181,054151-2,0.4
2011-11-11,GW967138.1.1,282.116,GW967138.2.2,279.91,419051,0.18,054151-2,1.0
2011-11-12,GW967138.1.1,282.107,GW967138.2.2,279.911,419051,0.18,054151-2,0.0
2011-11-13,GW967138.1.1,282.105,GW967138.2.2,279.927,419051,0.179,054151-2,0.0
2011-11-14,GW967138.1.1,282.141,GW967138.2.2,279.946,419051,0.181,054151-2,19.2
2011-11-15,GW967138.1.1,282.137,GW967138.2.2,279.938,419051,0.18,054151-2,0.0
2011-11-16,GW967138.1.1,282.125,GW967138.2.2,279.929,419051,0.18,054151-2,17.2
2011-11-17,GW967138.1.1,282.12,GW967138.2.2,279.926,419051,0.179,054151-2,0.0
2011-11-18,GW967138.1.1,282.131,GW967138.2.2,279.937,419051,0.181,054151-2,5.4
2011-11-19,GW967138.1.1,282.15,GW967138.2.2,279.936,419051,0.18,054151-2,5.4
2011-11-20,GW967138.1.1,282.143,GW967138.2.2,279.932,419051,0.181,054151-2,0.0
2011-11-21,GW967138.1.1,282.136,GW967138.2.2,279.926,419051,0.181,054151-2,1.4
2011-11-22,GW967138.1.1,282.13,GW967138.2.2,279.928,419051,0.181,054151-2,0.0
2011-11-23,GW967138.1.1,282.131,GW967138.2.2,279.935,419051,0.181,054151-2,12.4
2011-11-24,GW967138.1.1,282.176,GW967138.2.2,279.932,419051,0.184,054151-2,60.4
2011-11-25,GW967138.1.1,282.966,GW967138.2.2,280.045,419051,0.204,054151-2,41.6
2011-11-26,GW967138.1.1,284.84,GW967138.2.2,280.213,419051,1.86,054151-2,98.6
2011-11-27,GW967138.1.1,284.91,GW967138.2.2,280.165,419051,2.325,054151-2,1.0
2011-11-28,GW967138.1.1,284.723,GW967138.2.2,280.124,419051,1.163,054151-2,0.0
2011-11-29,GW967138.1.1,284.632,GW967138.2.2,280.104,419051,0.855,054151-2,0.0
2011-11-30,GW967138.1.1,284.574,GW967138.2.2,280.097,419051,0.684,054151-2,0.0
2011-12-01,GW967138.1.1,284.544,GW967138.2.2,280.09,419051,0.582,054151-2,25.0
2011-12-02,GW967138.1.1,284.527,GW967138.2.2,280.084,419051,0.91,054151-2,0.4
2011-12-03,GW967138.1.1,284.498,GW967138.2.2,280.08,419051,0.744,054151-2,0.0
2011-12-04,GW967138.1.1,284.468,GW967138.2.2,280.085,419051,0.603,054151-2,0.0
2011-12-05,GW967138.1.1,284.436,GW967138.2.2,280.083,419051,0.515,054151-2,0.0
2011-12-06,GW967138.1.1,284.405,GW967138.2.2,280.083,419051,0.446,054151-2,0.0
2011-12-07,GW967138.1.1,284.384,GW967138.2.2,280.099,419051,0.404,054151-2,25.4
2011-12-08,GW967138.1.1,284.428,GW967138.2.2,280.12,419051,0.403,054151-2,27.8
2011-12-09,GW967138.1.1,284.519,GW967138.2.2,280.127,419051,0.752,054151-2,11.2
2011-12-10,GW967138.1.1,284.519,GW967138.2.2,280.145,419051,0.771,054151-2,34.4
2011-12-11,GW967138.1.1,284.58,GW967138.2.2,280.17,419051,1.006,054151-2,1.8
2011-12-12,GW967138.1.1,284.789,GW967138.2.2,280.203,419051,1.224,054151-2,35.8
2011-12-13,GW967138.1.1,284.689,GW967138.2.2,280.188,419051,1.236,054151-2,2.4
2011-12-14,GW967138.1.1,284.623,GW967138.2.2,280.178,419051,0.949,054151-2,0.2
2011-12-15,GW967138.1.1,284.581,GW967138.2.2,280.175,419051,0.789,054151-2,0.0
2011-12-16,GW967138.1.1,284.568,GW967138.2.2,280.173,419051,0.686,054151-2,0.0
2011-12-17,GW967138.1.1,284.542,GW967138.2.2,280.176,419051,0.655,054151-2,0.0
2011-12-18,GW967138.1.1,284.517,GW967138.2.2,280.185,419051,0.573,054151-2,0.2
2011-12-19,GW967138.1.1,284.497,GW967138.2.2,280.201,419051,0.522,054151-2,0.0
2011-12-20,GW967138.1.1,284.481,GW967138.2.2,280.208,419051,0.49,054151-2,16.2
2011-12-21,GW967138.1.1,284.492,GW967138.2.2,280.221,419051,0.462,054151-2,0.0
2011-12-22,GW967138.1.1,284.594,GW967138.2.2,280.246,419051,0.672,054151-2,36.0
2011-12-23,GW967138.1.1,284.72,GW967138.2.2,280.284,419051,0.99,054151-2,20.4
2011-12-24,GW967138.1.1,284.873,GW967138.2.2,280.332,419051,1.259,054151-2,14.8
2011-12-25,GW967138.1.1,284.758,GW967138.2.2,280.324,419051,1.147,054151-2,1.0
2011-12-26,GW967138.1.1,284.695,GW967138.2.2,280.324,419051,0.898,054151-2,0.0
2011-12-27,GW967138.1.1,284.653,GW967138.2.2,280.327,419051,0.778,054151-2,0.4
2011-12-28,GW967138.1.1,284.617,GW967138.2.2,280.325,419051,0.691,054151-2,0.0
2011-12-29,GW967138.1.1,284.589,GW967138.2.2,280.325,419051,0.622,054151-2,0.0
2011-12-30,GW967138.1.1,284.563,GW967138.2.2,280.322,419051,0.566,054151-2,0.0
2011-12-31,GW967138.1.1,284.543,GW967138.2.2,280.327,419051,0.52,054151-2,14.0
2012-01-01,GW967138.1.1,284.525,GW967138.2.2,280.336,419051,0.486,054151-2,0.0
2012-01-02,GW967138.1.1,284.507,GW967138.2.2,280.339,419051,0.459,054151-2,0.0
