read_date,sl_read1,bl_meter1,bl_ahd1,mean_temp1,bl_meter2,bl_ahd2,mean_temp2,bl_meter3,bl_ahd3,mean_temp3,bl_meter4,bl_ahd4,mean_temp4,sl_meter,rf_meter,rf_read1
2008-01-12 00:00:00,0.14,GW967137.1.1,252.104,19.9,GW967137.2.2,250.854,20.5,GW967138.1.1,280.382,20.6,GW967138.2.2,278.72,20.9,CF419051,54151,0
2008-01-13 00:00:00,0.14,GW967137.1.1,252.101,19.9,GW967137.2.2,250.857,20.5,GW967138.1.1,280.376,20.6,GW967138.2.2,278.721,20.9,CF419051,54151,0
2008-01-14 00:00:00,0.14,GW967137.1.1,252.091,19.9,GW967137.2.2,250.847,20.5,GW967138.1.1,280.365,20.6,GW967138.2.2,278.708,20.9,CF419051,54151,3
2008-01-15 00:00:00,0.14,GW967137.1.1,252.084,19.9,GW967137.2.2,250.837,20.5,GW967138.1.1,280.358,20.6,GW967138.2.2,278.7,20.9,CF419051,54151,0
2008-01-16 00:00:00,0.14,GW967137.1.1,252.081,19.9,GW967137.2.2,250.844,20.5,GW967138.1.1,280.351,20.6,GW967138.2.2,278.703,20.9,CF419051,54151,0.2
2008-01-17 00:00:00,0.14,GW967137.1.1,252.096,19.9,GW967137.2.2,250.87,20.5,GW967138.1.1,280.35,20.6,GW967138.2.2,278.718,20.9,CF419051,54151,28.8
2008-01-18 00:00:00,0.14,GW967137.1.1,252.111,19.9,GW967137.2.2,250.874,20.5,GW967138.1.1,280.352,20.6,GW967138.2.2,278.722,20.9,CF419051,54151,9.6
2008-01-19 00:00:00,0.14,GW967137.1.1,252.114,19.9,GW967137.2.2,250.881,20.5,GW967138.1.1,280.355,20.55,GW967138.2.2,278.728,20.9,CF419051,54151,0.4
2008-01-20 00:00:00,0.14,GW967137.1.1,252.127,19.9,GW967137.2.2,250.89,20.5,GW967138.1.1,280.432,20.5,GW967138.2.2,278.736,20.9,CF419051,54151,7.8
2008-01-21 00:00:00,0.14,GW967137.1.1,252.136,19.9,GW967137.2.2,250.888,20.5,GW967138.1.1,280.435,20.5,GW967138.2.2,278.731,20.9,CF419051,54151,3.2
2008-01-22 00:00:00,0.14,GW967137.1.1,252.137,19.9,GW967137.2.2,250.867,20.5,GW967138.1.1,280.404,20.5,GW967138.2.2,278.714,20.9,CF419051,54151,0
2008-01-23 00:00:00,0.14,GW967137.1.1,252.136,19.9,GW967137.2.2,250.856,20.5,GW967138.1.1,280.383,20.5,GW967138.2.2,278.699,20.9,CF419051,54151,0
2008-01-24 00:00:00,0.14,GW967137.1.1,252.136,19.9,GW967137.2.2,250.856,20.5,GW967138.1.1,280.367,20.5,GW967138.2.2,278.699,20.9,CF419051,54151,0
2008-01-25 00:00:00,0.14,GW967137.1.1,252.133,19.9,GW967137.2.2,250.853,20.5,GW967138.1.1,280.353,20.5,GW967138.2.2,278.696,20.875,CF419051,54151,0
2008-01-26 00:00:00,0.14,GW967137.1.1,252.126,19.9,GW967137.2.2,250.853,20.5,GW967138.1.1,280.346,20.5,GW967138.2.2,278.699,20.9,CF419051,54151,1.6
2008-01-27 00:00:00,0.14,GW967137.1.1,252.12,19.9,GW967137.2.2,250.85,20.5,GW967138.1.1,280.339,20.5,GW967138.2.2,278.695,20.875,CF419051,54151,0
2008-01-28 00:00:00,0.14,GW967137.1.1,252.115,19.9,GW967137.2.2,250.843,20.5,GW967138.1.1,280.333,20.5,GW967138.2.2,278.685,20.838,CF419051,54151,0
2008-01-29 00:00:00,0.14,GW967137.1.1,252.112,19.9,GW967137.2.2,250.834,20.5,GW967138.1.1,280.329,20.5,GW967138.2.2,278.678,20.888,CF419051,54151,0
2008-01-30 00:00:00,0.14,GW967137.1.1,252.105,19.9,GW967137.2.2,250.828,20.5,GW967138.1.1,280.324,20.5,GW967138.2.2,278.671,20.863,CF419051,54151,0
2008-09-02 00:00:00,0.177,GW967137.1.1,252.404,20.419,GW967137.2.2,250.701,20.551,GW967138.1.1,280.416,21.4,GW967138.2.2,278.938,21.1,CF419051,54151,0
2008-09-03 00:00:00,0.176,GW967137.1.1,252.411,20.417,GW967137.2.2,250.702,20.558,GW967138.1.1,280.41,21.4,GW967138.2.2,278.936,21.1,CF419051,54151,0
2008-09-04 00:00:00,0.178,GW967137.1.1,252.422,20.4,GW967137.2.2,250.709,20.556,GW967138.1.1,280.408,21.4,GW967138.2.2,278.937,21.1,CF419051,54151,0
2008-09-05 00:00:00,0.179,GW967137.1.1,252.441,20.415,GW967137.2.2,250.746,20.571,GW967138.1.1,280.447,21.4,GW967138.2.2,278.967,21.1,CF419051,54151,48.4
2008-09-06 00:00:00,0.181,GW967137.1.1,252.473,20.479,GW967137.2.2,250.761,20.588,GW967138.1.1,280.585,21.4,GW967138.2.2,278.972,21.1,CF419051,54151,32
2008-09-07 00:00:00,0.193,GW967137.1.1,252.528,20.5,GW967137.2.2,250.763,20.583,GW967138.1.1,280.549,21.4,GW967138.2.2,278.967,21.1,CF419051,54151,5
2008-09-08 00:00:00,0.185,GW967137.1.1,252.539,20.5,GW967137.2.2,250.757,20.588,GW967138.1.1,280.512,21.4,GW967138.2.2,278.958,21.1,CF419051,54151,0
2008-09-09 00:00:00,0.183,GW967137.1.1,252.549,20.5,GW967137.2.2,250.749,20.583,GW967138.1.1,280.488,21.4,GW967138.2.2,278.947,21.1,CF419051,54151,0
2008-09-10 00:00:00,0.183,GW967137.1.1,252.56,20.5,GW967137.2.2,250.753,20.596,GW967138.1.1,280.472,21.4,GW967138.2.2,278.947,21.1,CF419051,54151,0
2008-09-11 00:00:00,0.182,GW967137.1.1,252.573,20.5,GW967137.2.2,250.759,20.6,GW967138.1.1,280.461,21.4,GW967138.2.2,278.948,21.1,CF419051,54151,0
2008-09-12 00:00:00,0.184,GW967137.1.1,252.585,20.5,GW967137.2.2,250.763,20.6,GW967138.1.1,280.452,21.4,GW967138.2.2,278.949,21.1,CF419051,54151,0
2008-09-13 00:00:00,0.183,GW967137.1.1,252.596,20.5,GW967137.2.2,250.763,20.6,GW967138.1.1,280.447,21.4,GW967138.2.2,278.943,21.1,CF419051,54151,0
2008-09-14 00:00:00,0.181,GW967137.1.1,252.606,20.5,GW967137.2.2,250.764,20.6,GW967138.1.1,280.441,21.4,GW967138.2.2,278.94,21.1,CF419051,54151,3.6
2008-09-15 00:00:00,0.183,GW967137.1.1,252.619,20.5,GW967137.2.2,250.77,20.6,GW967138.1.1,280.438,21.4,GW967138.2.2,278.942,21.1,CF419051,54151,34.4
2008-09-16 00:00:00,0.183,GW967137.1.1,252.624,20.483,GW967137.2.2,250.759,20.6,GW967138.1.1,280.434,21.4,GW967138.2.2,278.926,21.1,CF419051,54151,0
2008-09-17 00:00:00,0.183,GW967137.1.1,252.63,20.5,GW967137.2.2,250.752,20.6,GW967138.1.1,280.431,21.4,GW967138.2.2,278.918,21.1,CF419051,54151,0
2008-09-18 00:00:00,0.184,GW967137.1.1,252.638,20.406,GW967137.2.2,250.758,20.6,GW967138.1.1,280.429,21.4,GW967138.2.2,278.918,21.1,CF419051,54151,0
2008-09-19 00:00:00,0.183,GW967137.1.1,252.644,20.4,GW967137.2.2,250.761,20.6,GW967138.1.1,280.427,21.4,GW967138.2.2,278.917,21.1,CF419051,54151,0
2008-09-20 00:00:00,0.184,GW967137.1.1,252.648,20.4,GW967137.2.2,250.765,20.6,GW967138.1.1,280.426,21.4,GW967138.2.2,278.917,21.1,CF419051,54151,0
2008-09-21 00:00:00,0.184,GW967137.1.1,252.654,20.4,GW967137.2.2,250.76,20.6,GW967138.1.1,280.425,21.4,GW967138.2.2,278.908,21.1,CF419051,54151,0
2008-09-22 00:00:00,0.183,GW967137.1.1,252.659,20.4,GW967137.2.2,250.77,20.6,GW967138.1.1,280.425,21.4,GW967138.2.2,278.911,21.1,CF419051,54151,0
2008-09-23 00:00:00,0.188,GW967137.1.1,252.683,20.4,GW967137.2.2,250.792,20.6,GW967138.1.1,280.449,21.366,GW967138.2.2,278.918,21.1,CF419051,54151,32.6
2008-09-24 00:00:00,0.201,GW967137.1.1,252.738,20.4,GW967137.2.2,250.789,20.6,GW967138.1.1,280.448,21.3,GW967138.2.2,278.899,21.1,CF419051,54151,12
2008-09-25 00:00:00,0.195,GW967137.1.1,252.781,20.4,GW967137.2.2,250.787,20.6,GW967138.1.1,280.441,21.3,GW967138.2.2,278.89,21.1,CF419051,54151,0
2008-09-26 00:00:00,0.185,GW967137.1.1,252.79,20.4,GW967137.2.2,250.794,20.6,GW967138.1.1,280.436,21.3,GW967138.2.2,278.889,21.1,CF419051,54151,0
2008-09-27 00:00:00,0.185,GW967137.1.1,252.792,20.4,GW967137.2.2,250.8,20.6,GW967138.1.1,280.432,21.3,GW967138.2.2,278.892,21.1,CF419051,54151,0
2008-09-28 00:00:00,0.185,GW967137.1.1,252.795,20.4,GW967137.2.2,250.811,20.596,GW967138.1.1,280.429,21.3,GW967138.2.2,278.899,21.1,CF419051,54151,0
2008-09-29 00:00:00,0.185,GW967137.1.1,252.794,20.356,GW967137.2.2,250.809,20.594,GW967138.1.1,280.425,21.3,GW967138.2.2,278.893,21.1,CF419051,54151,0
2008-09-30 00:00:00,0.184,GW967137.1.1,252.794,20.304,GW967137.2.2,250.798,20.59,GW967138.1.1,280.422,21.3,GW967138.2.2,278.881,21.1,CF419051,54151,0
2008-10-01 00:00:00,0.184,GW967137.1.1,252.791,20.3,GW967137.2.2,250.794,20.59,GW967138.1.1,280.421,21.3,GW967138.2.2,278.875,21.1,CF419051,54151,0
2008-10-02 00:00:00,0.184,GW967137.1.1,252.788,20.3,GW967137.2.2,250.791,20.573,GW967138.1.1,280.42,21.3,GW967138.2.2,278.872,21.1,CF419051,54151,0
2008-10-03 00:00:00,0.182,GW967137.1.1,252.783,20.3,GW967137.2.2,250.791,20.583,GW967138.1.1,280.419,21.3,GW967138.2.2,278.869,21.1,CF419051,54151,0
2008-10-04 00:00:00,0.182,GW967137.1.1,252.778,20.3,GW967137.2.2,250.796,20.579,GW967138.1.1,280.418,21.3,GW967138.2.2,278.87,21.1,CF419051,54151,0
2008-10-05 00:00:00,0.184,GW967137.1.1,252.779,20.3,GW967137.2.2,250.804,20.548,GW967138.1.1,280.418,21.3,GW967138.2.2,278.873,21.1,CF419051,54151,16.8
2008-10-06 00:00:00,0.184,GW967137.1.1,252.793,20.3,GW967137.2.2,250.833,20.54,GW967138.1.1,280.461,21.3,GW967138.2.2,278.891,21.1,CF419051,54151,26.6
2008-10-07 00:00:00,0.324,GW967137.1.1,252.896,20.3,GW967137.2.2,250.848,20.529,GW967138.1.1,280.516,21.3,GW967138.2.2,278.886,21.1,CF419051,54151,22.2
2008-10-08 00:00:00,0.235,GW967137.1.1,252.92,20.3,GW967137.2.2,250.843,20.521,GW967138.1.1,280.498,21.3,GW967138.2.2,278.88,21.1,CF419051,54151,0
2008-10-09 00:00:00,0.192,GW967137.1.1,252.908,20.252,GW967137.2.2,250.835,20.502,GW967138.1.1,280.501,21.3,GW967138.2.2,278.87,21.1,CF419051,54151,0
2008-10-10 00:00:00,0.187,GW967137.1.1,252.901,20.2,GW967137.2.2,250.828,20.508,GW967138.1.1,280.505,21.3,GW967138.2.2,278.862,21.1,CF419051,54151,0.2
2008-10-11 00:00:00,0.186,GW967137.1.1,252.902,20.2,GW967137.2.2,250.83,20.504,GW967138.1.1,280.513,21.3,GW967138.2.2,278.86,21.1,CF419051,54151,24
2008-10-12 00:00:00,0.186,GW967137.1.1,252.906,20.2,GW967137.2.2,250.836,20.5,GW967138.1.1,280.519,21.3,GW967138.2.2,278.863,21.1,CF419051,54151,14.4
2008-10-13 00:00:00,0.187,GW967137.1.1,252.907,20.2,GW967137.2.2,250.837,20.504,GW967138.1.1,280.523,21.298,GW967138.2.2,278.861,21.1,CF419051,54151,9.4
2008-10-14 00:00:00,0.188,GW967137.1.1,252.909,20.2,GW967137.2.2,250.845,20.5,GW967138.1.1,280.524,21.25,GW967138.2.2,278.863,21.1,CF419051,54151,0.2
2008-10-15 00:00:00,0.188,GW967137.1.1,252.911,20.2,GW967137.2.2,250.846,20.5,GW967138.1.1,280.528,21.2,GW967138.2.2,278.862,21.1,CF419051,54151,20.2
2008-10-16 00:00:00,0.188,GW967137.1.1,252.909,20.192,GW967137.2.2,250.84,20.5,GW967138.1.1,280.529,21.2,GW967138.2.2,278.854,21.1,CF419051,54151,0.2
2008-10-17 00:00:00,0.188,GW967137.1.1,252.907,20.148,GW967137.2.2,250.833,20.5,GW967138.1.1,280.53,21.2,GW967138.2.2,278.846,21.1,CF419051,54151,0
2008-10-18 00:00:00,0.188,GW967137.1.1,252.905,20.125,GW967137.2.2,250.829,20.5,GW967138.1.1,280.53,21.2,GW967138.2.2,278.842,21.1,CF419051,54151,0
2008-10-19 00:00:00,0.187,GW967137.1.1,252.903,20.104,GW967137.2.2,250.829,20.5,GW967138.1.1,280.53,21.2,GW967138.2.2,278.84,21.1,CF419051,54151,0
2008-10-20 00:00:00,0.187,GW967137.1.1,252.904,20.104,GW967137.2.2,250.835,20.5,GW967138.1.1,280.53,21.2,GW967138.2.2,278.843,21.1,CF419051,54151,0
2008-10-21 00:00:00,0.186,GW967137.1.1,252.903,20.1,GW967137.2.2,250.841,20.5,GW967138.1.1,280.531,21.2,GW967138.2.2,278.847,21.1,CF419051,54151,0
2008-10-22 00:00:00,0.186,GW967137.1.1,252.897,20.1,GW967137.2.2,250.832,20.5,GW967138.1.1,280.528,21.2,GW967138.2.2,278.837,21.1,CF419051,54151,0
2008-10-23 00:00:00,0.185,GW967137.1.1,252.891,20.1,GW967137.2.2,250.824,20.5,GW967138.1.1,280.528,21.2,GW967138.2.2,278.83,21.1,CF419051,54151,0.8
2008-10-24 00:00:00,0.185,GW967137.1.1,252.89,20.1,GW967137.2.2,250.829,20.5,GW967138.1.1,280.53,21.2,GW967138.2.2,278.833,21.1,CF419051,54151,0
2008-10-25 00:00:00,0.184,GW967137.1.1,252.888,20.1,GW967137.2.2,250.836,20.5,GW967138.1.1,280.531,21.2,GW967138.2.2,278.837,21.1,CF419051,54151,0
2008-10-26 00:00:00,0.184,GW967137.1.1,252.883,20.1,GW967137.2.2,250.836,20.5,GW967138.1.1,280.532,21.2,GW967138.2.2,278.837,21.1,CF419051,54151,0
2008-10-27 00:00:00,0.184,GW967137.1.1,252.876,20.081,GW967137.2.2,250.836,20.5,GW967138.1.1,280.532,21.2,GW967138.2.2,278.836,21.1,CF419051,54151,0
2008-10-28 00:00:00,0.184,GW967137.1.1,252.871,20.071,GW967137.2.2,250.835,20.5,GW967138.1.1,280.532,21.2,GW967138.2.2,278.834,21.1,CF419051,54151,0
2008-10-29 00:00:00,0.184,GW967137.1.1,252.866,20.05,GW967137.2.2,250.834,20.5,GW967138.1.1,280.532,21.2,GW967138.2.2,278.832,21.1,CF419051,54151,0
2008-10-30 00:00:00,0.184,GW967137.1.1,252.859,20.044,GW967137.2.2,250.832,20.5,GW967138.1.1,280.532,21.16,GW967138.2.2,278.829,21.1,CF419051,54151,3.8
2008-10-31 00:00:00,0.184,GW967137.1.1,252.854,20.01,GW967137.2.2,250.838,20.5,GW967138.1.1,280.532,21.1,GW967138.2.2,278.835,21.1,CF419051,54151,0
2008-11-01 00:00:00,0.183,GW967137.1.1,252.846,20,GW967137.2.2,250.83,20.5,GW967138.1.1,280.532,21.1,GW967138.2.2,278.826,21.1,CF419051,54151,2
2008-11-02 00:00:00,0.183,GW967137.1.1,252.843,20,GW967137.2.2,250.826,20.5,GW967138.1.1,280.533,21.1,GW967138.2.2,278.825,21.1,CF419051,54151,0
2008-11-03 00:00:00,0.185,GW967137.1.1,252.855,20,GW967137.2.2,250.856,20.5,GW967138.1.1,280.539,21.1,GW967138.2.2,278.851,21.1,CF419051,54151,56
2008-11-04 00:00:00,0.184,GW967137.1.1,252.861,20,GW967137.2.2,250.866,20.5,GW967138.1.1,280.544,21.1,GW967138.2.2,278.857,21.1,CF419051,54151,9.4
2008-11-05 00:00:00,0.184,GW967137.1.1,252.858,20,GW967137.2.2,250.865,20.5,GW967138.1.1,280.547,21.1,GW967138.2.2,278.855,21.1,CF419051,54151,0
2008-11-06 00:00:00,0.184,GW967137.1.1,252.855,20,GW967137.2.2,250.868,20.5,GW967138.1.1,280.55,21.1,GW967138.2.2,278.857,21.1,CF419051,54151,1.4
2008-11-07 00:00:00,0.184,GW967137.1.1,252.851,20,GW967137.2.2,250.873,20.5,GW967138.1.1,280.553,21.1,GW967138.2.2,278.858,21.1,CF419051,54151,0
2008-11-08 00:00:00,0.184,GW967137.1.1,252.85,19.992,GW967137.2.2,250.872,20.5,GW967138.1.1,280.552,21.1,GW967138.2.2,278.858,21.1,CF419051,54151,2.2
2008-11-09 00:00:00,0.185,GW967137.1.1,252.85,19.967,GW967137.2.2,250.859,20.5,GW967138.1.1,280.555,21.1,GW967138.2.2,278.846,21.1,CF419051,54151,9
2008-11-10 00:00:00,0.185,GW967137.1.1,252.849,19.946,GW967137.2.2,250.853,20.5,GW967138.1.1,280.555,21.1,GW967138.2.2,278.841,21.1,CF419051,54151,0
2008-11-11 00:00:00,0.185,GW967137.1.1,252.848,19.938,GW967137.2.2,250.856,20.5,GW967138.1.1,280.554,21.1,GW967138.2.2,278.842,21.1,CF419051,54151,0
2008-11-12 00:00:00,0.185,GW967137.1.1,252.843,19.91,GW967137.2.2,250.86,20.5,GW967138.1.1,280.553,21.1,GW967138.2.2,278.845,21.1,CF419051,54151,0
2008-11-13 00:00:00,0.186,GW967137.1.1,252.839,19.904,GW967137.2.2,250.86,20.5,GW967138.1.1,280.552,21.085,GW967138.2.2,278.845,21.1,CF419051,54151,0
2008-11-14 00:00:00,0.184,GW967137.1.1,252.835,19.9,GW967137.2.2,250.863,20.5,GW967138.1.1,280.552,21,GW967138.2.2,278.848,21.1,CF419051,54151,0
2008-11-15 00:00:00,0.183,GW967137.1.1,252.83,19.9,GW967137.2.2,250.863,20.5,GW967138.1.1,280.552,21,GW967138.2.2,278.851,21.1,CF419051,54151,0
2008-11-16 00:00:00,0.184,GW967137.1.1,252.825,19.9,GW967137.2.2,250.866,20.5,GW967138.1.1,280.551,21,GW967138.2.2,278.851,21.1,CF419051,54151,0
2008-11-17 00:00:00,0.184,GW967137.1.1,252.822,19.9,GW967137.2.2,250.861,20.5,GW967138.1.1,280.552,21,GW967138.2.2,278.846,21.1,CF419051,54151,1
2008-11-18 00:00:00,0.184,GW967137.1.1,252.83,19.9,GW967137.2.2,250.873,20.5,GW967138.1.1,280.557,21,GW967138.2.2,278.857,21.1,CF419051,54151,16.2
2008-11-19 00:00:00,0.185,GW967137.1.1,252.845,19.9,GW967137.2.2,250.891,20.5,GW967138.1.1,280.565,21,GW967138.2.2,278.874,21.1,CF419051,54151,49.8
2008-11-20 00:00:00,0.185,GW967137.1.1,252.851,19.9,GW967137.2.2,250.909,20.5,GW967138.1.1,280.57,21,GW967138.2.2,278.888,21.1,CF419051,54151,4.6
2008-11-21 00:00:00,0.186,GW967137.1.1,252.856,19.9,GW967137.2.2,250.918,20.5,GW967138.1.1,280.578,21,GW967138.2.2,278.898,21.1,CF419051,54151,8
2008-11-22 00:00:00,0.185,GW967137.1.1,252.857,19.892,GW967137.2.2,250.929,20.5,GW967138.1.1,280.582,21,GW967138.2.2,278.904,21.1,CF419051,54151,2
2008-11-23 00:00:00,0.185,GW967137.1.1,252.851,19.879,GW967137.2.2,250.92,20.5,GW967138.1.1,280.583,21,GW967138.2.2,278.896,21.1,CF419051,54151,0
2008-11-24 00:00:00,0.186,GW967137.1.1,252.849,19.883,GW967137.2.2,250.909,20.5,GW967138.1.1,280.586,21,GW967138.2.2,278.888,21.1,CF419051,54151,0
2008-11-25 00:00:00,0.185,GW967137.1.1,252.846,19.831,GW967137.2.2,250.903,20.5,GW967138.1.1,280.586,21,GW967138.2.2,278.88,21.1,CF419051,54151,0
2008-11-26 00:00:00,0.184,GW967137.1.1,252.843,19.838,GW967137.2.2,250.901,20.5,GW967138.1.1,280.587,21,GW967138.2.2,278.88,21.1,CF419051,54151,0
2008-11-27 00:00:00,0.185,GW967137.1.1,252.844,19.808,GW967137.2.2,250.905,20.5,GW967138.1.1,280.588,20.981,GW967138.2.2,278.885,21.1,CF419051,54151,15
2008-11-28 00:00:00,0.185,GW967137.1.1,252.842,19.808,GW967137.2.2,250.916,20.5,GW967138.1.1,280.59,20.9,GW967138.2.2,278.896,21.1,CF419051,54151,0.2
2008-11-29 00:00:00,0.188,GW967137.1.1,252.848,19.8,GW967137.2.2,250.929,20.5,GW967138.1.1,280.616,20.9,GW967138.2.2,278.914,21.1,CF419051,54151,34.4
2008-11-30 00:00:00,0.187,GW967137.1.1,252.842,19.8,GW967137.2.2,250.913,20.5,GW967138.1.1,280.614,20.9,GW967138.2.2,278.901,21.1,CF419051,54151,0.6
2008-12-01 00:00:00,0.188,GW967137.1.1,252.839,19.8,GW967137.2.2,250.913,20.5,GW967138.1.1,280.613,20.9,GW967138.2.2,278.9,21.1,CF419051,54151,0
2008-12-02 00:00:00,0.187,GW967137.1.1,252.834,19.8,GW967137.2.2,250.918,20.5,GW967138.1.1,280.613,20.9,GW967138.2.2,278.903,21.1,CF419051,54151,0
2008-12-03 00:00:00,0.185,GW967137.1.1,252.828,19.8,GW967137.2.2,250.914,20.5,GW967138.1.1,280.612,20.9,GW967138.2.2,278.903,21.1,CF419051,54151,0
2008-12-04 00:00:00,0.184,GW967137.1.1,252.822,19.8,GW967137.2.2,250.906,20.5,GW967138.1.1,280.609,20.9,GW967138.2.2,278.896,21.1,CF419051,54151,0
2008-12-05 00:00:00,0.184,GW967137.1.1,252.817,19.8,GW967137.2.2,250.905,20.5,GW967138.1.1,280.608,20.9,GW967138.2.2,278.897,21.1,CF419051,54151,0
2008-12-06 00:00:00,0.185,GW967137.1.1,252.814,19.792,GW967137.2.2,250.91,20.5,GW967138.1.1,280.608,20.9,GW967138.2.2,278.904,21.1,CF419051,54151,0.2
2008-12-07 00:00:00,0.185,GW967137.1.1,252.812,19.8,GW967137.2.2,250.913,20.5,GW967138.1.1,280.605,20.9,GW967138.2.2,278.905,21.1,CF419051,54151,10.6
2008-12-08 00:00:00,0.185,GW967137.1.1,252.809,19.775,GW967137.2.2,250.912,20.5,GW967138.1.1,280.604,20.9,GW967138.2.2,278.905,21.1,CF419051,54151,0
2008-12-09 00:00:00,0.186,GW967137.1.1,252.806,19.727,GW967137.2.2,250.914,20.5,GW967138.1.1,280.605,20.9,GW967138.2.2,278.91,21.1,CF419051,54151,6.8
2008-12-10 00:00:00,0.185,GW967137.1.1,252.802,19.715,GW967137.2.2,250.92,20.5,GW967138.1.1,280.603,20.869,GW967138.2.2,278.919,21.1,CF419051,54151,0
2008-12-11 00:00:00,0.185,GW967137.1.1,252.797,19.704,GW967137.2.2,250.915,20.5,GW967138.1.1,280.602,20.8,GW967138.2.2,278.919,21.1,CF419051,54151,0.4
2008-12-12 00:00:00,0.185,GW967137.1.1,252.795,19.7,GW967137.2.2,250.923,20.5,GW967138.1.1,280.605,20.8,GW967138.2.2,278.925,21.1,CF419051,54151,2.2
2008-12-13 00:00:00,0.189,GW967137.1.1,252.829,19.7,GW967137.2.2,250.97,20.5,GW967138.1.1,280.711,20.8,GW967138.2.2,278.973,21.1,CF419051,54151,50.2
2008-12-14 00:00:00,0.32,GW967137.1.1,252.937,19.723,GW967137.2.2,250.99,20.5,GW967138.1.1,281.926,20.8,GW967138.2.2,278.98,21.1,CF419051,54151,70.2
2008-12-15 00:00:00,0.241,GW967137.1.1,252.969,19.765,GW967137.2.2,250.977,20.5,GW967138.1.1,281.907,20.788,GW967138.2.2,278.965,21.1,CF419051,54151,0.4
2008-12-16 00:00:00,0.194,GW967137.1.1,252.953,19.763,GW967137.2.2,250.969,20.5,GW967138.1.1,281.624,20.758,GW967138.2.2,278.964,21.1,CF419051,54151,0.2
2008-12-17 00:00:00,0.189,GW967137.1.1,252.944,19.742,GW967137.2.2,250.974,20.5,GW967138.1.1,281.453,20.8,GW967138.2.2,278.97,21.1,CF419051,54151,0
2008-12-18 00:00:00,0.189,GW967137.1.1,252.942,19.725,GW967137.2.2,250.983,20.5,GW967138.1.1,281.344,20.8,GW967138.2.2,278.979,21.1,CF419051,54151,0
2008-12-19 00:00:00,0.189,GW967137.1.1,252.938,19.721,GW967137.2.2,250.977,20.5,GW967138.1.1,281.261,20.8,GW967138.2.2,278.976,21.1,CF419051,54151,0
2008-12-20 00:00:00,0.189,GW967137.1.1,252.935,19.7,GW967137.2.2,250.963,20.5,GW967138.1.1,281.195,20.8,GW967138.2.2,278.963,21.1,CF419051,54151,0
2008-12-21 00:00:00,0.189,GW967137.1.1,252.933,19.704,GW967137.2.2,250.954,20.5,GW967138.1.1,281.149,20.8,GW967138.2.2,278.958,21.1,CF419051,54151,0
2008-12-22 00:00:00,0.19,GW967137.1.1,252.933,19.7,GW967137.2.2,250.957,20.5,GW967138.1.1,281.114,20.8,GW967138.2.2,278.962,21.1,CF419051,54151,0
2008-12-23 00:00:00,0.189,GW967137.1.1,252.934,19.7,GW967137.2.2,250.965,20.5,GW967138.1.1,281.087,20.769,GW967138.2.2,278.97,21.1,CF419051,54151,0
2008-12-24 00:00:00,0.189,GW967137.1.1,252.935,19.7,GW967137.2.2,250.969,20.5,GW967138.1.1,281.064,20.7,GW967138.2.2,278.974,21.1,CF419051,54151,14.8
2008-12-25 00:00:00,0.189,GW967137.1.1,252.933,19.7,GW967137.2.2,250.965,20.5,GW967138.1.1,281.038,20.7,GW967138.2.2,278.973,21.1,CF419051,54151,0
2008-12-26 00:00:00,0.189,GW967137.1.1,252.93,19.7,GW967137.2.2,250.963,20.5,GW967138.1.1,281.014,20.7,GW967138.2.2,278.974,21.1,CF419051,54151,0
2008-12-27 00:00:00,0.189,GW967137.1.1,252.938,19.7,GW967137.2.2,250.973,20.5,GW967138.1.1,281,20.7,GW967138.2.2,278.982,21.1,CF419051,54151,2
2008-12-28 00:00:00,0.195,GW967137.1.1,252.97,19.7,GW967137.2.2,251.022,20.5,GW967138.1.1,281.003,20.7,GW967138.2.2,279.007,21.1,CF419051,54151,72.2
2008-12-29 00:00:00,0.191,GW967137.1.1,252.979,19.7,GW967137.2.2,251.03,20.5,GW967138.1.1,280.996,20.7,GW967138.2.2,279.013,21.1,CF419051,54151,1.6
2008-12-30 00:00:00,0.19,GW967137.1.1,252.979,19.7,GW967137.2.2,251.027,20.5,GW967138.1.1,280.985,20.7,GW967138.2.2,279.012,21.1,CF419051,54151,8.4
2008-12-31 00:00:00,0.19,GW967137.1.1,252.977,19.7,GW967137.2.2,251.022,20.5,GW967138.1.1,280.973,20.7,GW967138.2.2,279.008,21.1,CF419051,54151,0
2009-01-01 00:00:00,0.19,GW967137.1.1,252.976,19.7,GW967137.2.2,251.021,20.5,GW967138.1.1,280.962,20.7,GW967138.2.2,279.009,21.1,CF419051,54151,0
2009-01-02 00:00:00,0.19,GW967137.1.1,252.972,19.7,GW967137.2.2,251.009,20.5,GW967138.1.1,280.948,20.7,GW967138.2.2,279.001,21.1,CF419051,54151,0
2009-01-03 00:00:00,0.19,GW967137.1.1,252.968,19.7,GW967137.2.2,250.998,20.5,GW967138.1.1,280.933,20.7,GW967138.2.2,278.993,21.1,CF419051,54151,3
2009-01-04 00:00:00,0.19,GW967137.1.1,252.967,19.696,GW967137.2.2,250.996,20.5,GW967138.1.1,280.923,20.685,GW967138.2.2,278.993,21.1,CF419051,54151,0
2009-01-05 00:00:00,0.189,GW967137.1.1,252.967,19.692,GW967137.2.2,250.999,20.5,GW967138.1.1,280.915,20.6,GW967138.2.2,278.998,21.1,CF419051,54151,0
